gvkey,datadate,fyear,indfmt,consol,popsrc,datafmt,tic,conm,curcd,costat,ggroup
063645,20211231,2021,INDL,C,D,STD,ENDP,ENDO INTERNATIONAL PLC,USD,A,3520
063650,20211231,2021,INDL,C,D,STD,SPPI,SPECTRUM PHARMACEUTICALS INC,USD,A,3520
063700,20211231,2021,INDL,C,D,STD,ATRS,ANTARES PHARMA INC,USD,A,3520
063725,20211231,2021,INDL,C,D,STD,WTBA,WEST BANCORPORATION INC,USD,A,4010
063739,20211231,2021,INDL,C,D,STD,BJRI,BJ'S RESTAURANTS INC,USD,A,2530
063763,20220131,2021,INDL,C,D,STD,HIBB,HIBBETT INC,USD,A,2550
063781,20211231,2021,INDL,C,D,STD,WTFC,WINTRUST FINANCIAL CORP,USD,A,4010
063847,20211231,2021,INDL,C,D,STD,PAG,PENSKE AUTOMOTIVE GROUP INC,USD,A,2550
063863,20211231,2021,INDL,C,D,STD,USNA,USANA HEALTH SCIENCES INC,USD,A,3030
063892,20211231,2021,INDL,C,D,STD,NOV,NOV INC,USD,A,1010
063927,20210731,2021,INDL,C,D,STD,UNFI,UNITED NATURAL FOODS INC,USD,A,3010
064028,20211231,2021,INDL,C,D,STD,NUS,NU SKIN ENTERPRISES  -CL A,USD,A,3030
064030,20211231,2021,INDL,C,D,STD,STLD,STEEL DYNAMICS INC,USD,A,1510
064061,20211231,2021,INDL,C,D,STD,FORR,FORRESTER RESEARCH INC,USD,A,2020
064166,20211231,2021,INDL,C,D,STD,DGX,QUEST DIAGNOSTICS INC,USD,A,3510
064175,20211231,2021,INDL,C,D,STD,LAD,LITHIA MOTORS INC  -CL A,USD,A,2550
064223,20211231,2021,INDL,C,D,STD,DXPE,DXP ENTERPRISES INC,USD,A,2010
064302,20211231,2021,INDL,C,D,STD,NSP,INSPERITY INC,USD,A,2020
064306,20211231,2021,INDL,C,D,STD,KRC,KILROY REALTY CORP,USD,A,6010
064327,20211231,2021,INDL,C,D,STD,CERS,CERUS CORP,USD,A,3510
064334,20211231,2021,INDL,C,D,STD,VCEL,VERICEL CORP,USD,A,3520
064344,20210731,2021,INDL,C,D,STD,MTN,VAIL RESORTS INC,USD,A,2530
064356,20211031,2021,INDL,C,D,STD,CIEN,CIENA CORP,USD,A,4520
064389,20211231,2021,INDL,C,D,STD,SLGN,SILGAN HOLDINGS INC,USD,A,1510
064410,20220228,2021,INDL,C,D,STD,KMX,CARMAX INC,USD,A,2550
064536,20211231,2021,INDL,C,D,STD,EEFT,EURONET WORLDWIDE INC,USD,A,4510
064547,20211231,2021,INDL,C,D,STD,SSB,SOUTH STATE CORP,USD,A,4010
064637,20210930,2021,INDL,C,D,STD,EMKR,EMCORE CORP,USD,A,4520
064699,20211231,2021,INDL,C,D,STD,FBC,FLAGSTAR BANCORP INC,USD,A,4010
064766,20211231,2021,INDL,C,D,STD,RMBS,RAMBUS INC,USD,A,4530
064768,20211231,2021,INDL,C,D,STD,AMZN,AMAZON.COM INC,USD,A,2550
064794,20211231,2021,INDL,C,D,STD,UCBI,UNITED COMMUNITY BANKS INC,USD,A,4010
064821,20211231,2021,INDL,C,D,STD,ARE,ALEXANDRIA R E EQUITIES INC,USD,A,6010
064857,20211231,2021,INDL,C,D,STD,SRPT,SAREPTA THERAPEUTICS INC,USD,A,3520
064901,20210930,2021,INDL,C,D,STD,MMS,MAXIMUS INC,USD,A,4510
064925,20211231,2021,INDL,C,D,STD,BXP,BOSTON PROPERTIES INC,USD,A,6010
064929,20210831,2021,INDL,C,D,STD,SLP,SIMULATIONS PLUS INC,USD,A,3510
064979,20211231,2021,INDL,C,D,STD,PPBI,PACIFIC PREMIER BANCORP INC,USD,A,4010
064997,20211231,2021,INDL,C,D,STD,FIX,COMFORT SYSTEMS USA INC,USD,A,2010
065006,20211231,2021,INDL,C,D,STD,HLX,HELIX ENERGY SOLUTIONS GROUP,USD,A,1010
065009,20211231,2021,INDL,C,D,STD,AROC,ARCHROCK INC,USD,A,1010
065011,20211231,2021,INDL,C,D,STD,HSKA,HESKA CORP,USD,A,3510
065084,20211231,2021,INDL,C,D,STD,CXW,CORECIVIC INC,USD,A,2020
065108,20211231,2021,INDL,C,D,STD,JLL,JONES LANG LASALLE INC,USD,A,6010
065228,20211231,2021,INDL,C,D,STD,UMPQ,UMPQUA HOLDINGS CORP,USD,A,4010
065235,20211231,2021,INDL,C,D,STD,DHIL,DIAMOND HILL INVESTMENT GRP,USD,A,4020
065275,20211231,2021,INDL,C,D,STD,BFAM,BRIGHT HORIZONS FAMILY SOLTN,USD,A,2530
065290,20211231,2021,INDL,C,D,STD,SLG,SL GREEN REALTY CORP,USD,A,6010
065343,20210831,2021,INDL,C,D,STD,PSMT,PRICESMART INC,USD,A,3010
065399,20210930,2021,INDL,C,D,STD,MTOR,MERITOR INC,USD,A,2010
065417,20211231,2021,INDL,C,D,STD,YUM,YUM BRANDS INC,USD,A,2530
065421,20211231,2021,INDL,C,D,STD,FARO,FARO TECHNOLOGIES INC,USD,A,4520
065430,20220131,2021,INDL,C,D,STD,PLCE,CHILDRENS PLACE INC,USD,A,2550
065500,20211231,2021,INDL,C,D,STD,NAT,NORDIC AMERICAN TANKERS LTD,USD,A,1010
065548,20211231,2021,INDL,C,D,STD,CAC,CAMDEN NATIONAL CORP,USD,A,4010
065552,20211231,2021,INDL,C,D,STD,INVE,IDENTIV INC,USD,A,4520
065556,20211231,2021,INDL,C,D,STD,NLY,ANNALY CAPITAL MANAGEMENT,USD,A,4020
065590,20211231,2021,INDL,C,D,STD,SRI,STONERIDGE INC,USD,A,2510
065607,20210630,2021,INDL,C,D,STD,OSIS,OSI SYSTEMS INC,USD,A,4520
065609,20211231,2021,INDL,C,D,STD,CHRW,C H ROBINSON WORLDWIDE INC,USD,A,2030
065615,20211231,2021,INDL,C,D,STD,CHH,CHOICE HOTELS INTL INC,USD,A,2530
065671,20211231,2021,INDL,C,D,STD,DRQ,DRIL-QUIP INC,USD,A,1010
065689,20211231,2021,INDL,C,D,STD,MBWM,MERCANTILE BANK CORP,USD,A,4010
065702,20211231,2021,INDL,C,D,STD,CWST,CASELLA WASTE SYS INC  -CL A,USD,A,2020
065710,20211231,2021,INDL,C,D,STD,EPR,EPR PROPERTIES,USD,A,6010
065718,20211231,2021,INDL,C,D,STD,GPI,GROUP 1 AUTOMOTIVE INC,USD,A,2550
065772,20211231,2021,INDL,C,D,STD,MTD,METTLER-TOLEDO INTL INC,USD,A,3520
065796,20211231,2021,INDL,C,D,STD,MOFG,MIDWESTONE FINANCIAL GROUP,USD,A,4010
065831,20211231,2021,INDL,C,D,STD,SAH,SONIC AUTOMOTIVE INC  -CL A,USD,A,2550
065886,20211231,2021,INDL,C,D,STD,AMG,AFFILIATED MANAGERS GRP INC,USD,A,4020
066016,20211231,2021,INDL,C,D,STD,INGR,INGREDION INC,USD,A,3020
066032,20211231,2021,INDL,C,D,STD,POWI,POWER INTEGRATIONS INC,USD,A,4530
066065,20211231,2021,INDL,C,D,STD,URI,UNITED RENTALS INC,USD,A,2010
066235,20211231,2021,INDL,C,D,STD,HOPE,HOPE BANCORP INC,USD,A,4010
066285,20211231,2021,INDL,C,D,STD,HFWA,HERITAGE FINANCIAL CORP,USD,A,4010
066288,20211231,2021,INDL,C,D,STD,MPB,MID PENN BANCORP INC,USD,A,4010
066290,20220228,2021,INDL,C,D,STD,SCS,STEELCASE INC,USD,A,2020
066354,20211231,2021,INDL,C,D,STD,WPC,W P CAREY INC,USD,A,6010
066368,20211231,2021,INDL,C,D,STD,VRSN,VERISIGN INC,USD,A,4510
066371,20210930,2021,INDL,C,D,STD,IESC,IES HOLDINGS INC,USD,A,2010
066393,20210630,2021,INDL,C,D,STD,MRCY,MERCURY SYSTEMS INC,USD,A,2010
066394,20211231,2021,INDL,C,D,STD,PFIS,PEOPLES FINANCIAL SERVICES,USD,A,4010
066446,20211231,2021,INDL,C,D,STD,PWR,QUANTA SERVICES INC,USD,A,2010
066586,20211231,2021,INDL,C,D,STD,CNXN,PC CONNECTION INC,USD,A,4520
066588,20210930,2021,INDL,C,D,STD,SRDX,SURMODICS INC,USD,A,3510
066697,20211231,2021,INDL,C,D,STD,INO,INOVIO PHARMACEUTICALS INC,USD,A,3520
066929,20211231,2021,INDL,C,D,STD,TPB,TURNING POINT BRANDS INC,USD,A,3020
100873,20211231,2021,INDL,C,D,STD,NLSN,NIELSEN HOLDINGS PLC,USD,A,2020
104432,20211231,2021,INDL,C,D,STD,NCLH,NORWEGIAN CRUISE LINE HLDGS,USD,A,2530
105365,20211231,2021,INDL,C,D,STD,AMT,AMERICAN TOWER CORP,USD,A,6010
105538,20211231,2021,INDL,C,D,STD,BSRR,SIERRA BANCORP/CA,USD,A,4010
